1403636581,-0.01127,0.01323,-0.01032,0.82282,0.02867,0.56731,-0.01741,
1403636581,-0.01072,0.01428,0.02579,0.81861,0.02953,0.57334,-0.01685,
1403636581,-0.01052,0.01524,0.05969,0.81459,0.02938,0.57901,-0.01828,
1403636581,-0.01040,0.01521,0.09148,0.81064,0.02828,0.58455,-0.01882,
1403636581,-0.01062,0.01461,0.12055,0.80604,0.02544,0.59095,-0.02057,
1403636581,-0.01151,0.01278,0.14645,0.80124,0.02365,0.59747,-0.02198,
1403636581,-0.01310,0.01070,0.16877,0.79591,0.02163,0.60454,-0.02419,
1403636581,-0.02070,0.00695,0.19424,0.78795,0.02198,0.61487,-0.02429,
1403636582,-0.03133,0.00056,0.16269,0.79225,0.02572,0.60945,-0.01583,
1403636582,-0.02954,0.00093,0.13330,0.79671,0.02406,0.60369,-0.01517,
1403636582,-0.02604,0.00061,0.10070,0.80132,0.02371,0.59754,-0.01636,
1403636582,-0.02174,0.00039,0.06770,0.80510,0.02217,0.59245,-0.01794,
1403636582,-0.01822,-0.00221,0.00438,0.80937,0.02328,0.58652,-0.01935,
1403636582,-0.01712,-0.00223,-0.02616,0.81084,0.02495,0.58434,-0.02147,
1403636582,-0.01714,-0.00377,-0.05778,0.81266,0.02551,0.58172,-0.02320,
1403636582,-0.01945,-0.00391,-0.08950,0.81575,0.02483,0.57729,-0.02582,
1403636582,-0.02185,-0.00419,-0.12071,0.81992,0.02274,0.57150,-0.02460,
1403636582,-0.02298,-0.00353,-0.15015,0.82480,0.02025,0.56458,-0.02328,
1403636582,-0.02457,-0.00277,-0.17644,0.82988,0.01954,0.55720,-0.02111,
1403636582,-0.02568,-0.00148,-0.19787,0.83478,0.02035,0.54983,-0.02036,
1403636582,-0.02670,0.00065,-0.21303,0.83887,0.02077,0.54351,-0.02160,
1403636582,-0.02769,0.00229,-0.22064,0.84205,0.02221,0.53848,-0.02241,
1403636582,-0.02546,0.00674,-0.19151,0.84318,0.02365,0.53650,-0.02539,
1403636582,-0.02428,0.00852,-0.16678,0.83971,0.02370,0.54191,-0.02590,
1403636582,-0.02282,0.00995,-0.13836,0.83546,0.02307,0.54843,-0.02629,
1403636583,-0.02089,0.01084,-0.10730,0.83182,0.02370,0.55402,-0.02412,
1403636583,-0.01916,0.01152,-0.07469,0.82902,0.02280,0.55831,-0.02251,
1403636583,-0.01768,0.01147,-0.04137,0.82727,0.02284,0.56102,-0.01890,
1403636583,-0.01660,0.01112,-0.00778,0.82595,0.02135,0.56309,-0.01666,
1403636583,-0.01558,0.01034,0.02508,0.82464,0.02013,0.56507,-0.01618,
1403636583,-0.01371,0.00886,0.05813,0.82275,0.01734,0.56792,-0.01575,
1403636583,-0.01178,0.00675,0.09038,0.82005,0.01335,0.57194,-0.01480,
1403636583,-0.00969,0.00420,0.12285,0.81629,0.00866,0.57744,-0.01276,
1403636583,-0.00873,0.00199,0.15284,0.81158,0.00461,0.58410,-0.01199,
1403636583,-0.00845,-0.00011,0.17952,0.80656,0.00323,0.59104,-0.01107,
1403636583,-0.00914,-0.00163,0.20025,0.80163,0.00177,0.59773,-0.01011,
1403636583,-0.01096,-0.00391,0.21934,0.79704,0.00306,0.60386,-0.00841,
1403636583,-0.01306,-0.00632,0.16481,0.80014,0.00696,0.59975,-0.00523,
1403636583,-0.01252,-0.00861,0.10689,0.80301,0.00888,0.59584,-0.00800,
1403636584,-0.01408,-0.01091,0.03938,0.80686,0.01346,0.59050,-0.00961,
1403636584,-0.01254,-0.01286,0.00422,0.80952,0.01549,0.58682,-0.00894,
1403636584,-0.01169,-0.01337,-0.03169,0.81282,0.01545,0.58227,-0.00597,
1403636584,-0.01185,-0.01292,-0.06727,0.81771,0.01610,0.57533,-0.00925,
1403636584,-0.01225,-0.01227,-0.10087,0.82387,0.01435,0.56645,-0.01277,
1403636584,-0.01305,-0.01183,-0.13182,0.83042,0.01286,0.55674,-0.01665,
1403636584,-0.01450,-0.01162,-0.15988,0.83611,0.01126,0.54814,-0.01854,
1403636584,-0.01612,-0.01137,-0.18494,0.84027,0.01135,0.54173,-0.01868,
1403636584,-0.01787,-0.01139,-0.20638,0.84305,0.01373,0.53741,-0.01643,
1403636584,-0.02004,-0.01106,-0.22296,0.84465,0.01745,0.53479,-0.01588,
1403636584,-0.02237,-0.00999,-0.23381,0.84529,0.02065,0.53363,-0.01741,
1403636584,-0.02462,-0.00715,-0.23547,0.84506,0.02533,0.53359,-0.02285,
1403636584,-0.02214,-0.00520,-0.20793,0.84487,0.02791,0.53367,-0.02466,
1403636584,-0.02037,-0.00430,-0.18519,0.84403,0.02797,0.53498,-0.02496,
1403636584,-0.01805,-0.00346,-0.15876,0.84288,0.02809,0.53679,-0.02492,
1403636584,-0.01103,-0.00356,-0.09589,0.84081,0.02930,0.54022,-0.01834,
1403636584,-0.00671,-0.00408,-0.06098,0.83896,0.02949,0.54321,-0.01432,
1403636585,0.00127,-0.00415,0.01220,0.83249,0.02742,0.55323,-0.01187,
1403636585,0.00486,-0.00404,0.04950,0.82765,0.02511,0.56058,-0.01067,
1403636585,0.00767,-0.00392,0.08554,0.82186,0.02167,0.56921,-0.00873,
1403636585,0.00928,-0.00372,0.11998,0.81560,0.01950,0.57824,-0.00673,
1403636585,0.01013,-0.00347,0.15131,0.80982,0.01654,0.58642,-0.00440,
1403636585,0.01011,-0.00310,0.18002,0.80494,0.01531,0.59314,-0.00345,
1403636585,0.00775,-0.00137,0.22248,0.79818,0.01173,0.60228,-0.00622,
1403636585,0.00701,-0.00054,0.20939,0.80127,0.00286,0.59827,-0.00565,
1403636585,0.00941,-0.00385,0.16639,0.80516,0.00292,0.59305,0.00088,
1403636585,0.01122,-0.00852,0.11414,0.80868,0.00734,0.58815,0.00779,
1403636585,0.01128,-0.01173,0.05933,0.81349,0.01288,0.58139,0.00754,
1403636586,0.01033,-0.01319,0.03253,0.81658,0.01599,0.57699,0.00585,
1403636586,0.00287,-0.01466,-0.01426,0.82332,0.02462,0.56702,-0.00465,
1403636586,-0.00826,-0.01505,-0.04676,0.83114,0.02912,0.55500,-0.01821,
