1403636580963555584,-0.01127,0.01323,-0.01032,0.82282,0.02867,0.56731,-0.01741,
1403636581013555456,-0.01072,0.01428,0.02579,0.81861,0.02953,0.57334,-0.01685,
1403636581063555584,-0.01052,0.01524,0.05969,0.81459,0.02938,0.57901,-0.01828,
1403636581113555456,-0.01040,0.01521,0.09148,0.81064,0.02828,0.58455,-0.01882,
1403636581163555328,-0.01062,0.01461,0.12055,0.80604,0.02544,0.59095,-0.02057,
1403636581213555456,-0.01151,0.01278,0.14645,0.80124,0.02365,0.59747,-0.02198,
1403636581263555584,-0.01310,0.01070,0.16877,0.79591,0.02163,0.60454,-0.02419,
1403636581363555328,-0.02070,0.00695,0.19424,0.78795,0.02198,0.61487,-0.02429,
1403636581513555456,-0.03133,0.00056,0.16269,0.79225,0.02572,0.60945,-0.01583,
1403636581563555584,-0.02954,0.00093,0.13330,0.79671,0.02406,0.60369,-0.01517,
1403636581613555456,-0.02604,0.00061,0.10070,0.80132,0.02371,0.59754,-0.01636,
1403636581663555328,-0.02174,0.00039,0.06770,0.80510,0.02217,0.59245,-0.01794,
1403636581763555584,-0.01822,-0.00221,0.00438,0.80937,0.02328,0.58652,-0.01935,
1403636581813555456,-0.01712,-0.00223,-0.02616,0.81084,0.02495,0.58434,-0.02147,
1403636581863555328,-0.01714,-0.00377,-0.05778,0.81266,0.02551,0.58172,-0.02320,
1403636581913555456,-0.01945,-0.00391,-0.08950,0.81575,0.02483,0.57729,-0.02582,
1403636581963555584,-0.02185,-0.00419,-0.12071,0.81992,0.02274,0.57150,-0.02460,
1403636582013555456,-0.02298,-0.00353,-0.15015,0.82480,0.02025,0.56458,-0.02328,
1403636582063555584,-0.02457,-0.00277,-0.17644,0.82988,0.01954,0.55720,-0.02111,
1403636582113555456,-0.02568,-0.00148,-0.19787,0.83478,0.02035,0.54983,-0.02036,
1403636582163555328,-0.02670,0.00065,-0.21303,0.83887,0.02077,0.54351,-0.02160,
1403636582213555456,-0.02769,0.00229,-0.22064,0.84205,0.02221,0.53848,-0.02241,
1403636582363555328,-0.02546,0.00674,-0.19151,0.84318,0.02365,0.53650,-0.02539,
