1403636580963555584,-0.01127,0.01323,-0.01032,0.82282,0.02867,0.56731,-0.01741,
1403636581013555456,-0.01072,0.01428,0.02579,0.81861,0.02953,0.57334,-0.01685,
1403636581113555456,-0.01052,0.01519,0.09127,0.81059,0.02827,0.58463,-0.01883,
1403636581163555328,-0.01076,0.01457,0.12034,0.80599,0.02543,0.59103,-0.02059,
1403636581213555456,-0.01167,0.01272,0.14624,0.80118,0.02365,0.59755,-0.02201,
1403636581263555584,-0.01328,0.01062,0.16857,0.79584,0.02163,0.60463,-0.02423,
1403636581363555328,-0.02094,0.00684,0.19404,0.78788,0.02196,0.61496,-0.02431,
1403636581513555456,-0.03169,0.00039,0.16248,0.79217,0.02572,0.60955,-0.01586,
1403636581563555584,-0.02991,0.00078,0.13302,0.79664,0.02404,0.60378,-0.01519,
1403636581613555456,-0.02641,0.00047,0.10034,0.80126,0.02369,0.59762,-0.01637,
1403636581663555328,-0.02209,0.00026,0.06727,0.80505,0.02215,0.59253,-0.01794,
1403636581763555584,-0.01850,-0.00233,0.00388,0.80933,0.02325,0.58658,-0.01934,
1403636581813555456,-0.01732,-0.00231,-0.02666,0.81081,0.02491,0.58439,-0.02146,
1403636581863555328,-0.01726,-0.00384,-0.05824,0.81263,0.02547,0.58176,-0.02319,
1403636581913555456,-0.01955,-0.00398,-0.08993,0.81574,0.02479,0.57732,-0.02580,
1403636581963555584,-0.02195,-0.00426,-0.12111,0.81990,0.02270,0.57152,-0.02458,
1403636582013555456,-0.02307,-0.00360,-0.15054,0.82479,0.02021,0.56459,-0.02326,
1403636582063555584,-0.02467,-0.00283,-0.17683,0.82987,0.01949,0.55721,-0.02109,
1403636582113555456,-0.02577,-0.00153,-0.19824,0.83477,0.02030,0.54984,-0.02034,
1403636582163555328,-0.02677,0.00060,-0.21338,0.83887,0.02072,0.54351,-0.02158,
1403636582213555456,-0.02776,0.00225,-0.22096,0.84205,0.02216,0.53848,-0.02238,
1403636582363555328,-0.02553,0.00670,-0.19181,0.84319,0.02360,0.53650,-0.02535,
1403636582413555456,-0.02435,0.00848,-0.16709,0.83971,0.02365,0.54190,-0.02586,
